userid,orderid,orderTime,orderType,city,country,continent,,,,
1.10E+11,1001574,1499160648,0,圣彼得堡,俄罗斯,欧洲,,,,
1.10E+11,1001578,1499808239,0,蒙特利尔,加拿大,北美洲,,,,
1.10E+11,1001586,1499468389,0,金边,柬埔寨,亚洲,,,,
1.10E+11,1001593,1500491603,0,华盛顿,美国,北美洲,,,,
1.10E+11,1001595,1500491773,0,华盛顿,美国,北美洲,,,,
1.10E+11,1001596,1500491834,0,华盛顿,美国,北美洲,,,,
1.10E+11,1001597,1500491497,0,华盛顿,美国,北美洲,,,,
1.10E+11,1001599,1500301962,0,名古屋,日本,亚洲,,,,
1.10E+11,1001600,1500309705,0,名古屋,日本,亚洲,,,,
1.10E+11,1001601,1500303721,0,名古屋,日本,亚洲,,,,
1.10E+11,1001605,1504171090,0,悉尼,澳大利亚,大洋洲,,,,
1.10E+11,1001606,1499448544,0,悉尼,澳大利亚,大洋洲,,,,
1.10E+11,1001613,1499806243,1,东京,日本,亚洲,,,,
1.10E+11,1001611,1499872437,1,东京,日本,亚洲,,,,
1.10E+11,1001610,1499872437,0,东京,日本,亚洲,,,,
1.10E+11,1001609,1499872437,1,东京,日本,亚洲,,,,
1.10E+11,1001617,1499537994,0,东京,日本,亚洲,,,,
1.10E+11,1001621,1499436394,0,首尔,韩国,亚洲,,,,
1.10E+11,1001628,1498775141,0,旧金山,美国,北美洲,,,,
1.10E+11,1001629,1498782084,0,旧金山,美国,北美洲,,,,
1.10E+11,1001630,1498783050,0,旧金山,美国,北美洲,,,,
1.10E+11,1001631,1499762729,0,温哥华,加拿大,北美洲,,,,
1.10E+11,1001632,1499064972,0,旧金山,美国,北美洲,,,,
1.10E+11,1001643,1499954966,0,芝加哥,美国,北美洲,,,,
1.10E+11,1001646,1498741442,0,洛杉矶,美国,北美洲,,,,
1.10E+11,1001649,1499251602,0,阿德莱德,澳大利亚,大洋洲,,,,
1.10E+11,1001653,1498943079,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001656,1499631988,1,台中,中国台湾,亚洲,,,,
1.10E+11,1001658,1499811826,1,台北,中国台湾,亚洲,,,,
1.10E+11,1001659,1502116849,0,东京,日本,亚洲,,,,
1.10E+11,1001660,1499634241,0,东京,日本,亚洲,,,,
1.10E+11,1001662,1502575108,1,东京,日本,亚洲,,,,
1.10E+11,1001664,1500209267,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001671,1499612448,0,槟城,马来西亚,亚洲,,,,
1.10E+11,1001672,1499608047,0,吉隆坡,马来西亚,亚洲,,,,
1.10E+11,1001673,1499861293,0,槟城,马来西亚,亚洲,,,,
1.10E+11,1001683,1499004769,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001693,1499943813,0,台中,中国台湾,亚洲,,,,
1.10E+11,1001692,1500220339,0,台中,中国台湾,亚洲,,,,
1.10E+11,1001690,1500220130,0,台中,中国台湾,亚洲,,,,
1.10E+11,1001712,1494208923,0,洛杉矶,美国,北美洲,,,,
1.10E+11,1001716,1494209712,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001721,1492388526,0,东京,日本,亚洲,,,,
1.10E+11,1001723,1492439069,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001726,1492367517,0,新山,马来西亚,亚洲,,,,
1.10E+11,1001734,1492544169,0,悉尼,澳大利亚,大洋洲,,,,
1.10E+11,1001740,1495705254,0,布里斯班,澳大利亚,大洋洲,,,,
1.10E+11,1001741,1492366645,0,墨尔本,澳大利亚,大洋洲,,,,
1.10E+11,1001742,1492503367,0,悉尼,澳大利亚,大洋洲,,,,
1.10E+11,1001747,1493000727,0,旧金山,美国,北美洲,,,,
1.10E+11,1001748,1492686460,0,旧金山,美国,北美洲,,,,
1.10E+11,1001760,1493469982,0,曼谷,泰国,亚洲,,,,
1.10E+11,1001765,1492452251,0,洛杉矶,美国,北美洲,,,,
1.10E+11,1001769,1495231563,0,东京,日本,亚洲,,,,
1.10E+11,1001772,1495987913,0,曼谷,泰国,亚洲,,,,
1.10E+11,1001781,1493667147,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001786,1499263270,0,岘港,越南,亚洲,,,,
1.10E+11,1001789,1496920965,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001790,1496921379,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001791,1496920451,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001798,1492904984,0,曼谷,泰国,亚洲,,,,
1.10E+11,1001799,1496893618,0,曼谷,泰国,亚洲,,,,
1.10E+11,1001800,1492886882,0,曼谷,泰国,亚洲,,,,
1.10E+11,1001803,1502109297,0,吉隆坡,马来西亚,亚洲,,,,
1.10E+11,1001804,1495625513,0,吉隆坡,马来西亚,亚洲,,,,
1.10E+11,1001805,1497396529,0,吉隆坡,马来西亚,亚洲,,,,
1.10E+11,1001806,1495708304,0,吉隆坡,马来西亚,亚洲,,,,
1.10E+11,1001812,1498295950,0,台中,中国台湾,亚洲,,,,
1.10E+11,1001825,1492770608,0,华盛顿,美国,北美洲,,,,
1.10E+11,1001826,1498210463,0,香港,中国香港,亚洲,,,,
1.10E+11,1001827,1495014136,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001828,1498211237,0,香港,中国香港,亚洲,,,,
1.10E+11,1001829,1495014417,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001831,1495362852,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001835,1492870436,0,纽约,美国,北美洲,,,,
1.10E+11,1001837,1493271287,0,纽约,美国,北美洲,,,,
1.10E+11,1001840,1495039955,0,悉尼,澳大利亚,大洋洲,,,,
1.10E+11,1001842,1495997044,0,悉尼,澳大利亚,大洋洲,,,,
1.10E+11,1001846,1496395386,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001851,1495109530,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001852,1492636622,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001869,1494133158,0,纽约,美国,北美洲,,,,
1.10E+11,1001873,1499242751,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001875,1492451850,0,香港,中国香港,亚洲,,,,
1.10E+11,1001877,1497956214,0,洛杉矶,美国,北美洲,,,,
1.10E+11,1001884,1493064505,0,暹粒,柬埔寨,亚洲,,,,
1.10E+11,1001885,1496417364,0,沙巴--亚庇,马来西亚,亚洲,,,,
1.10E+11,1001888,1497990523,0,香港,中国香港,亚洲,,,,
1.10E+11,1001892,1493324314,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001894,1493405608,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001895,1493324005,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001896,1493324113,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001905,1492562481,0,巴厘岛,印度尼西亚,亚洲,,,,
1.10E+11,1001904,1499180120,0,曼谷,泰国,亚洲,,,,
1.10E+11,1001903,1504486234,0,北海道--札幌,日本,亚洲,,,,
1.10E+11,1001901,1492628314,0,巴厘岛,印度尼西亚,亚洲,,,,
1.10E+11,1001916,1494118384,0,东京,日本,亚洲,,,,
1.10E+11,1001918,1496687691,0,曼谷,泰国,亚洲,,,,
1.10E+11,1001919,1496907782,0,清迈,泰国,亚洲,,,,
1.10E+11,1001920,1497012420,0,曼谷,泰国,亚洲,,,,
1.10E+11,1001935,1497615484,0,台北,中国台湾,亚洲,,,,
1.10E+11,1001938,1493460279,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001943,1492440413,0,悉尼,澳大利亚,大洋洲,,,,
1.10E+11,1001942,1492438070,0,悉尼,澳大利亚,大洋洲,,,,
1.10E+11,1001947,1492516213,0,沙巴--亚庇,马来西亚,亚洲,,,,
1.10E+11,1001949,1495474253,0,吉隆坡,马来西亚,亚洲,,,,
1.10E+11,1001952,1493246875,0,东京,日本,亚洲,,,,
1.10E+11,1001953,1493136305,0,东京,日本,亚洲,,,,
1.10E+11,1001958,1493759304,0,吉隆坡,马来西亚,亚洲,,,,
1.10E+11,1001957,1494974873,1,槟城,马来西亚,亚洲,,,,
1.10E+11,1001956,1494867286,1,槟城,马来西亚,亚洲,,,,
1.10E+11,1001974,1494592036,0,首尔,韩国,亚洲,,,,
1.10E+11,1001981,1492297780,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001984,1492334691,0,新加坡,新加坡,亚洲,,,,
1.10E+11,1001989,1494367392,0,纽约,美国,北美洲,,,,
1.10E+11,1002010,1492475120,0,苏梅岛,泰国,亚洲,,,,
1.10E+11,1002012,1492475450,0,苏梅岛,泰国,亚洲,,,,
1.10E+11,1002018,1492260539,0,吉隆坡,马来西亚,亚洲,,,,
